Dia_da_Semana;Data;Hora;Temperatura;Vel. Vento (m/s);Dir. Vento (m/s);Raj. Vento (m/s);Irradiacao;energia_gerada
qui;19/05/2022;4:00;23,7;0;214;0;;55125
qui;19/05/2022;5:00;23,5;0;212;0;;55137
qui;19/05/2022;6:00;23,3;0;145;0;0,6;55149
qui;19/05/2022;7:00;23,6;0;181;0;0,3;55161
qui;19/05/2022;8:00;23,7;0;212;0;;55173
qui;19/05/2022;9:00;23,4;0;212;4,1;2,7;55185
qui;19/05/2022;10:00;22,7;0;118;3,1;8,5;55197
qui;19/05/2022;11:00;22,9;0;118;0;43,5;55209
qui;19/05/2022;12:00;23,5;0;118;0;226,3;55221
qui;19/05/2022;13:00;25,3;0;118;0;706,9;55233
qui;19/05/2022;14:00;28,2;0;235;0;2048,4;55245
qui;19/05/2022;15:00;28,4;0;236;1,9;2469,5;55257
qui;19/05/2022;16:00;28,7;0;212;3,7;2339,6;55269
qui;19/05/2022;17:00;28,2;0,2;134;3,8;1824,7;55281
qui;19/05/2022;18:00;27,5;0;182;3,8;1681;55293
qui;19/05/2022;19:00;28;0;182;2;679,7;55305
qui;19/05/2022;20:00;26;0,4;118;5,9;877,2;55317
qui;19/05/2022;21:00;25,1;0;118;5,9;156;55329
qui;19/05/2022;22:00;23,6;0;118;0;1,4;55341
qui;19/05/2022;23:00;23,4;0;118;1,4;0,2;55353
sex;20/05/2022;0:00;22,9;0,1;123;3,7;1,3;55365
sex;20/05/2022;1:00;23;0;118;3,6;;55377
sex;20/05/2022;2:00;23;0;118;0;;55389
sex;20/05/2022;3:00;23,2;0;118;0;;55401
sex;20/05/2022;4:00;23;0;118;0;0,3;55413
sex;20/05/2022;5:00;23,1;0;129;0;;55425
sex;20/05/2022;6:00;23,1;0;233;0;0,4;55437
sex;20/05/2022;7:00;22,9;0;212;0;;55449
sex;20/05/2022;8:00;22,5;0;139;0;;55461
sex;20/05/2022;9:00;22,4;0;118;0;;55473
sex;20/05/2022;10:00;22,5;0;118;0;80,7;55485
sex;20/05/2022;11:00;23,2;0;142;2;302,7;55497
sex;20/05/2022;12:00;24,6;0;236;0;741,6;55509
sex;20/05/2022;13:00;27;0;236;0;1432;55521
sex;20/05/2022;14:00;28,1;0;236;2,2;2115,1;55533
sex;20/05/2022;15:00;29;0;236;5,2;2329,9;55545
sex;20/05/2022;16:00;28,6;0;236;4,1;1135,6;55557
sex;20/05/2022;17:00;26,8;0,1;236;3,3;2019,8;55569
sex;20/05/2022;18:00;25,5;0;236;3,3;603,6;55581
sex;20/05/2022;19:00;26,3;0,1;220;3,3;501,5;55593
sex;20/05/2022;20:00;26,4;0;210;3,3;510,3;55605
sex;20/05/2022;21:00;25,5;0;199;0;79,2;55617
sex;20/05/2022;22:00;25,4;0;131;0;2,3;55629
sex;20/05/2022;23:00;24,5;0;232;0;3,1;55641
sáb;21/05/2022;0:00;23,6;0;226;0;;55653
sáb;21/05/2022;1:00;23,3;0;219;0;;55665
sáb;21/05/2022;2:00;23,1;0;215;0;;55677
sáb;21/05/2022;3:00;22,8;0;209;0;;55689
sáb;21/05/2022;4:00;22,6;0;180;3;;55701
sáb;21/05/2022;5:00;22,2;0;212;3;;55713
sáb;21/05/2022;6:00;22;0;212;1,6;0,6;55725
sáb;21/05/2022;7:00;22;0;236;1,5;;55737
sáb;21/05/2022;8:00;22;0;236;1,8;;55749
sáb;21/05/2022;9:00;22;0;214;2,1;0,9;55761
sáb;21/05/2022;10:00;22;0;230;0;49,5;55773
sáb;21/05/2022;11:00;23,7;0;236;0;688,2;55785
sáb;21/05/2022;12:00;25,8;0;236;2,3;1150;55797
sáb;21/05/2022;13:00;27,4;0;149;2,3;2008,5;55809
sáb;21/05/2022;14:00;27,2;0;230;0,6;1471,6;55821
sáb;21/05/2022;15:00;29;0;212;1,8;1222,3;55833
sáb;21/05/2022;16:00;28,5;0;118;1,3;1762,8;55845
sáb;21/05/2022;17:00;28,5;0;212;2,9;2126,7;55857
sáb;21/05/2022;18:00;28,7;0;118;4,6;2572,2;55869
sáb;21/05/2022;19:00;28,8;0,6;118;6,6;2130,7;55881
sáb;21/05/2022;20:00;25,9;0;118;5,9;800,9;55893
sáb;21/05/2022;21:00;25,9;0;118;1,2;175,1;55905
sáb;21/05/2022;22:00;24,8;0;118;1,2;;55917
sáb;21/05/2022;23:00;24;0;118;0;;55929
dom;22/05/2022;0:00;23,8;0;118;0;;55941
dom;22/05/2022;1:00;23,5;0;202;0;;55953
dom;22/05/2022;2:00;23,1;0;118;0;;55965
dom;22/05/2022;3:00;22,8;0;223;0;;55977
dom;22/05/2022;4:00;22,5;0;212;0;;55989
dom;22/05/2022;5:00;21,9;0;118;0;;56001
dom;22/05/2022;6:00;21,7;0;118;0;;56013
dom;22/05/2022;7:00;21,6;0;118;0;;56025
dom;22/05/2022;8:00;21,6;0;118;0;;56037
dom;22/05/2022;9:00;21,7;0;121;2,4;;56049
dom;22/05/2022;10:00;22,2;0;212;0;117;56061
dom;22/05/2022;11:00;23,6;0;118;0;661,7;56073
dom;22/05/2022;12:00;26,6;0;118;2,6;1230,8;56085
dom;22/05/2022;13:00;29;0;118;2,6;1637,1;56097
dom;22/05/2022;14:00;29,1;0,1;118;2,9;2580,3;56109
dom;22/05/2022;15:00;29,2;0;118;3;2643,9;56121
dom;22/05/2022;16:00;29,2;0,3;118;4,3;1838,6;56133
dom;22/05/2022;17:00;28,6;0,9;118;4,8;2210,3;56145
dom;22/05/2022;18:00;28,2;1,2;118;4,9;2323,3;56157
dom;22/05/2022;19:00;27,5;0;118;5;1591,7;56169
dom;22/05/2022;20:00;26,9;0;118;0;295,2;56181
dom;22/05/2022;21:00;26,5;0;118;3,2;108,1;56193
dom;22/05/2022;22:00;26,2;0;118;1,6;4;56205
dom;22/05/2022;23:00;26,2;0;118;2,8;;56217
seg;23/05/2022;0:00;24,9;0;212;2,8;;56229
seg;23/05/2022;1:00;24,8;0;118;0;;56241
seg;23/05/2022;2:00;24,1;0;118;0;;56253
seg;23/05/2022;3:00;23,9;0;118;0;;56265
seg;23/05/2022;4:00;23,5;0;118;0;;56277
seg;23/05/2022;5:00;21,1;0;212;9,1;1;56289
seg;23/05/2022;6:00;22;0;118;0;;56301
seg;23/05/2022;7:00;22;0;212;0;;56313
seg;23/05/2022;8:00;22,2;0;212;0;;56325
seg;23/05/2022;9:00;22,3;0;236;0;;56337
seg;23/05/2022;10:00;23;0;212;0;92,8;56349
seg;23/05/2022;11:00;24,5;0;236;0;581,5;56361
seg;23/05/2022;12:00;27,3;0;236;0;1731,1;56373
seg;23/05/2022;13:00;28,2;0;236;0;2025,6;56385
seg;23/05/2022;14:00;28,5;0,1;234;5,4;2105,2;56397
seg;23/05/2022;15:00;28,2;0,3;236;5;2626,6;56409
seg;23/05/2022;16:00;28,1;0,2;236;5;2324,3;56421
seg;23/05/2022;17:00;28,6;1,1;236;5,3;2603;56433
seg;23/05/2022;18:00;26,3;2,4;236;7,1;1265,4;56445
seg;23/05/2022;19:00;26,5;0,2;236;7,1;774,3;56457
seg;23/05/2022;20:00;21,9;0,1;236;7,3;218,9;56469
seg;23/05/2022;21:00;21,9;0;236;2,9;74,3;56481
seg;23/05/2022;22:00;21,9;0;236;0;1,8;56493
seg;23/05/2022;23:00;21,6;0;236;0;;56505
ter;24/05/2022;0:00;21,5;0;236;0;;56517
ter;24/05/2022;1:00;21,6;0;236;0;;56529
ter;24/05/2022;2:00;21,6;0;236;0;;56541
ter;24/05/2022;3:00;21,5;0;236;0;;56553
ter;24/05/2022;4:00;21,6;0;236;0;;56565
ter;24/05/2022;5:00;21,6;0;236;0;;56577
ter;24/05/2022;6:00;21,6;0;236;0;;56589
ter;24/05/2022;7:00;21,9;0;236;0;;56601
ter;24/05/2022;8:00;22;0;236;0;;56613
ter;24/05/2022;9:00;22,3;0;236;0;0,1;56625
ter;24/05/2022;10:00;23;0;236;0;70,4;56637
ter;24/05/2022;11:00;23,6;0;236;0;333,4;56649
ter;24/05/2022;12:00;26,9;2,5;236;7,1;1159,6;56661
ter;24/05/2022;13:00;26,9;1,7;253;7,4;1533,2;56673
ter;24/05/2022;14:00;26,9;3,8;253;8,5;2113,8;56685
ter;24/05/2022;15:00;28,1;2,4;253;8,1;2224,2;56697
ter;24/05/2022;16:00;27,8;0,3;253;6,7;1940,8;56709
ter;24/05/2022;17:00;27,2;3,2;253;8;1123,7;56721
ter;24/05/2022;18:00;28,3;3;253;7,8;1391;56733
ter;24/05/2022;19:00;27,8;2,6;253;7,9;1997,6;56745
ter;24/05/2022;20:00;26,8;1,5;253;8,3;905,7;56757
ter;24/05/2022;21:00;26,1;2,6;253;8,5;301,3;56769
ter;24/05/2022;22:00;25,8;2,8;253;7,1;5,2;56781
ter;24/05/2022;23:00;26;1;253;7,7;;56793
qua;25/05/2022;0:00;26,1;1,9;253;7,8;;56805
qua;25/05/2022;1:00;26;0,3;253;6,1;;56817
qua;25/05/2022;2:00;25,8;0,6;253;5,4;;56829
qua;25/05/2022;3:00;25,2;0;253;4,3;;56841
qua;25/05/2022;4:00;24;0;253;0;;56853
qua;25/05/2022;5:00;23,4;0;253;0;;56865
qua;25/05/2022;6:00;22,9;0;253;0;;56877
qua;25/05/2022;7:00;23;0;253;0;;56889
qua;25/05/2022;8:00;23;0;253;0;;56901
qua;25/05/2022;9:00;22,9;0;253;0;;56913
qua;25/05/2022;10:00;24,1;0;253;0;217,2;56925
qua;25/05/2022;11:00;25,3;0;253;0;448,5;56937
qua;25/05/2022;12:00;28,6;0;253;5,8;1723,8;56949
qua;25/05/2022;13:00;29,1;3,8;253;9;2350,1;56961
qua;25/05/2022;14:00;29,1;3;253;9;2279,6;56973
qua;25/05/2022;15:00;29,6;5,8;253;10,9;2385,6;56985
qua;25/05/2022;16:00;28,5;3,5;253;9,8;1409,5;56997
qua;25/05/2022;17:00;29,3;3,9;253;8,9;1543,4;57009
qua;25/05/2022;18:00;28,1;4,6;253;10,2;2141,2;57021
qua;25/05/2022;19:00;25,5;1,5;253;10,2;557,9;57033
qua;25/05/2022;20:00;26,4;0,5;253;7,1;544,8;57045
qua;25/05/2022;21:00;25,7;1;253;5,9;228,5;57057
qua;25/05/2022;22:00;24,4;0;253;6,3;2,5;57069
qua;25/05/2022;23:00;25,4;0,3;253;4,9;;57081
qui;26/05/2022;0:00;24,4;0;253;6;;57093
qui;26/05/2022;1:00;23,5;0;253;2,6;;57105
qui;26/05/2022;2:00;23,5;0;253;0;;57117
qui;26/05/2022;3:00;23,7;0;253;0;;57129
qui;26/05/2022;4:00;23,5;0;253;0;;57141
qui;26/05/2022;5:00;23,3;0;253;1,7;;57153
qui;26/05/2022;6:00;22,8;0;253;1,7;;57165
qui;26/05/2022;7:00;22,5;0;253;0;;57177
qui;26/05/2022;8:00;22,4;0;253;1,5;;57189
qui;26/05/2022;9:00;22,2;0;253;1,5;;57201
qui;26/05/2022;10:00;23,3;0;253;0;173,5;57213
qui;26/05/2022;11:00;27,2;0;253;0;1046,1;57225
qui;26/05/2022;12:00;28,1;0,5;253;5,5;1718,3;57237
qui;26/05/2022;13:00;29,7;0,3;253;6,5;1950,5;57249
qui;26/05/2022;14:00;30,4;1,3;253;7,4;2494,8;57261
qui;26/05/2022;15:00;29,8;4;253;7,5;2468,3;57273
qui;26/05/2022;16:00;29,4;4,1;253;7,9;2205,7;57285
qui;26/05/2022;17:00;29,4;3,8;253;7,7;2346,7;57297
qui;26/05/2022;18:00;27,9;1,9;253;7,9;1748,6;57309
qui;26/05/2022;19:00;28,3;2,2;253;7,1;774,6;57321
qui;26/05/2022;20:00;27,9;2,8;253;7,4;1445,6;57333
qui;26/05/2022;21:00;27,4;0;253;7,2;471,1;57345
qui;26/05/2022;22:00;27;0,4;236;6,3;4,5;57357
qui;26/05/2022;23:00;26,8;0,5;247;5,2;;57369
sex;27/05/2022;0:00;26,6;0;253;4,3;;57381
sex;27/05/2022;1:00;26,3;0;253;4,4;;57393
sex;27/05/2022;2:00;26;0;253;3;;57405
sex;27/05/2022;3:00;26,1;0;253;4,4;;57417
sex;27/05/2022;4:00;23,2;0;253;10,1;;57429
sex;27/05/2022;5:00;23,7;0;253;0;;57441
sex;27/05/2022;6:00;24,2;0;253;0;;57453
sex;27/05/2022;7:00;23,4;0;253;0;;57465
sex;27/05/2022;8:00;23,6;0;253;0;;57477
sex;27/05/2022;9:00;23,5;0;253;0;;57489
sex;27/05/2022;10:00;24,1;0;253;0;102,8;57501
sex;27/05/2022;11:00;25,9;0;253;0;505,2;57513
sex;27/05/2022;12:00;27,4;0,2;253;4,3;1257;57525
sex;27/05/2022;13:00;28,6;0,2;253;4,6;1486,3;57537
sex;27/05/2022;14:00;30,1;2;253;7;2515,4;57549
sex;27/05/2022;15:00;30,3;3,1;252;8,1;2523,3;57561
sex;27/05/2022;16:00;25,2;0,4;253;9,2;1571,1;57573
sex;27/05/2022;17:00;25,8;0;259;4,6;795,5;57585
sex;27/05/2022;18:00;26,9;2,2;259;5;1030,3;57597
sex;27/05/2022;19:00;27,2;0,3;259;5,7;1329,5;57609
sex;27/05/2022;20:00;26,6;0;259;4,4;501,4;57621
sex;27/05/2022;21:00;24;0;259;2,7;87;57633
sex;27/05/2022;22:00;23,8;0;259;0;1,6;57645
sex;27/05/2022;23:00;23;0;259;3;;57657
sáb;28/05/2022;0:00;22,8;0;259;0;;57669
sáb;28/05/2022;1:00;22,8;0;259;0;;57681
sáb;28/05/2022;2:00;22,8;0;259;0;;57693
sáb;28/05/2022;3:00;23,1;0;259;0;;57705
sáb;28/05/2022;4:00;22,8;0;259;0;;57717
sáb;28/05/2022;5:00;22,5;0;259;0;;57729
sáb;28/05/2022;6:00;22,4;0;259;0;;57741
sáb;28/05/2022;7:00;22,2;0;259;0;;57753
sáb;28/05/2022;8:00;22,2;0;259;0;;57765
sáb;28/05/2022;9:00;22,3;0;259;0;;57777
sáb;28/05/2022;10:00;22,9;0;259;0;74,8;57789
sáb;28/05/2022;11:00;24,5;0;259;0;686,5;57801
sáb;28/05/2022;12:00;27,1;0;259;0;1420;57813
sáb;28/05/2022;13:00;28,5;0;259;3,9;1850;57825
sáb;28/05/2022;14:00;29,1;0;259;5,1;2526,5;57837
sáb;28/05/2022;15:00;29,1;3,1;259;6;2296,6;57849
sáb;28/05/2022;16:00;28,7;3,2;259;7,7;2229,8;57861
sáb;28/05/2022;17:00;28,7;1,1;259;7,7;2346,8;57873
sáb;28/05/2022;18:00;28,5;0,5;259;6,2;2248,4;57885
sáb;28/05/2022;19:00;27,8;0;113;6,4;1496,2;57897
sáb;28/05/2022;20:00;24,7;0;259;4,1;273,9;57909
sáb;28/05/2022;21:00;22,3;0;259;6,6;150,5;57921
sáb;28/05/2022;22:00;22,7;0;259;1,1;6,5;57933
sáb;28/05/2022;23:00;23;0;259;0;;57945
dom;29/05/2022;0:00;23,5;0;259;0;;57957
dom;29/05/2022;1:00;24,2;0;259;0;0,2;57969
dom;29/05/2022;2:00;24,9;0;259;0;1,3;57981
dom;29/05/2022;3:00;25,3;0,3;255;3,7;2,8;57993
dom;29/05/2022;4:00;25,2;0;253;4,1;4,3;58005
dom;29/05/2022;5:00;25,4;0;253;0;3;58017
dom;29/05/2022;6:00;22,3;0;259;3;0,9;58029
dom;29/05/2022;7:00;21;0;259;5,7;1,6;58041
dom;29/05/2022;8:00;21,5;0;259;0;;58053
dom;29/05/2022;9:00;21,6;0;259;0;;58065
dom;29/05/2022;10:00;22,5;0;259;0;140,7;58077
dom;29/05/2022;11:00;23,7;0;259;0,7;431,7;58089
dom;29/05/2022;12:00;25,4;0,8;258;4,1;663,3;58101
dom;29/05/2022;13:00;28,2;0,7;257;6;2461,2;58113
dom;29/05/2022;14:00;29,3;0;258;6;2140,5;58125
dom;29/05/2022;15:00;30,3;0;258;4,4;2407,8;58137
dom;29/05/2022;16:00;28,8;0,6;257;6,5;2060,9;58149
dom;29/05/2022;17:00;29,4;0;259;6;2097,8;58161
dom;29/05/2022;18:00;28,7;2,9;259;6,7;2296,8;58173
dom;29/05/2022;19:00;27,9;1,8;259;7,6;2168,5;58185
dom;29/05/2022;20:00;26,9;2,7;259;5,8;378,2;58197
dom;29/05/2022;21:00;23,8;0;259;7,1;31,4;58209
dom;29/05/2022;22:00;23,7;0;259;0;0,3;58221
dom;29/05/2022;23:00;23,3;0;259;0;;58233
seg;30/05/2022;0:00;23,2;0;259;0;;58245
seg;30/05/2022;1:00;23,1;0;259;0;;58257
seg;30/05/2022;2:00;23,1;0;259;0;;58269
seg;30/05/2022;3:00;23,7;0;259;4,7;;58281
seg;30/05/2022;4:00;23,6;0;259;0;;58293
seg;30/05/2022;5:00;25,3;0;259;4,5;;58305
seg;30/05/2022;6:00;24,9;0;259;3,3;2,8;58317
seg;30/05/2022;7:00;23,6;0;259;0;;58329
seg;30/05/2022;8:00;23,3;0;259;2,6;;58341
seg;30/05/2022;9:00;22,7;0;259;7,2;1,6;58353
seg;30/05/2022;10:00;24,3;0;259;0;184,4;58365
seg;30/05/2022;11:00;25,1;0;259;0,4;550,2;58377
seg;30/05/2022;12:00;24,3;0;96;1,8;271,9;58389
seg;30/05/2022;13:00;24,1;0;96;4,2;285,8;58401
seg;30/05/2022;14:00;23,7;0;96;4,8;279,5;58413
seg;30/05/2022;15:00;27;0;96;0;1394,2;58425
seg;30/05/2022;16:00;28,8;1,1;96;6,3;2264,6;58437
seg;30/05/2022;17:00;28,7;0,5;96;6,4;2448,3;58449
seg;30/05/2022;18:00;28,7;0;96;5,5;2523,3;58461
seg;30/05/2022;19:00;28,4;0,6;96;5,8;2367,9;58473
seg;30/05/2022;20:00;27,1;0;99;5,8;310,2;58485
seg;30/05/2022;21:00;26,2;0;100;0;80,7;58497
seg;30/05/2022;22:00;26,1;0;101;0;0,5;58509
seg;30/05/2022;23:00;26,2;0;96;3;;58521
ter;31/05/2022;0:00;26,2;0,2;96;4,1;;58533
ter;31/05/2022;1:00;25,9;0;96;4,1;;58545
ter;31/05/2022;2:00;25,8;0;96;3,9;;58557
ter;31/05/2022;3:00;25,4;0;96;0;;58569
ter;31/05/2022;4:00;24;0;96;0;;58581
ter;31/05/2022;5:00;23,5;0;96;0;;58593
ter;31/05/2022;6:00;23,1;0;96;0;;58605
ter;31/05/2022;7:00;23,4;0;96;0;;58617
ter;31/05/2022;8:00;23,1;0;96;0;;58629
ter;31/05/2022;9:00;23,1;0;96;0;;58641
ter;31/05/2022;10:00;23,4;0;96;0;60,3;58653
ter;31/05/2022;11:00;25,9;0;96;0;387,5;58665
ter;31/05/2022;12:00;27,3;1,6;96;5,3;1027,2;58677
ter;31/05/2022;13:00;29,1;2,3;96;7,4;1946;58689
ter;31/05/2022;14:00;29,3;3;164;8;1910,6;58701
ter;31/05/2022;15:00;29,2;1,9;253;7;2331,4;58713
ter;31/05/2022;16:00;29,7;3,9;101;8,6;2329;58725
ter;31/05/2022;17:00;30;3;101;8,6;2401,7;58737
ter;31/05/2022;18:00;27,6;2,5;101;9,5;1225,9;58749
ter;31/05/2022;19:00;27,5;1,9;101;8,2;559,1;58761
ter;31/05/2022;20:00;26,6;0,9;101;6,9;211,7;58773
ter;31/05/2022;21:00;26,2;0;101;7,6;25,2;58785
ter;31/05/2022;22:00;24,5;0,1;101;4,3;;58797
ter;31/05/2022;23:00;23,2;0,1;101;6,9;0,8;58809
qua;01/06/2022;0:00;23,2;0;101;6,7;;58821
qua;01/06/2022;1:00;23,5;0;101;0;;58833
qua;01/06/2022;2:00;23,3;0;101;0;;58845
qua;01/06/2022;3:00;23,3;0;101;0;;58857
qua;01/06/2022;4:00;23,2;0;101;0;;58869
qua;01/06/2022;5:00;23,2;0;101;0;;58881
qua;01/06/2022;6:00;22,8;0;101;0;;58893
qua;01/06/2022;7:00;22,8;0;101;0;;58905
qua;01/06/2022;8:00;22,6;0;101;0;;58917
qua;01/06/2022;9:00;22,5;0;101;0;;58929
qua;01/06/2022;10:00;23;0;101;0,6;136,6;58941
qua;01/06/2022;11:00;25,4;0;101;0;676,2;58953
qua;01/06/2022;12:00;28,8;0;101;4,9;1793,9;58965
qua;01/06/2022;13:00;28,4;0,6;101;5,3;1900,3;58977
qua;01/06/2022;14:00;28,4;1,6;101;5,9;1892,5;58989
qua;01/06/2022;15:00;29,1;1,9;96;6,6;2061,6;59001
qua;01/06/2022;16:00;29,7;0,2;96;6,8;2124,7;59013
qua;01/06/2022;17:00;28,9;3;101;8,2;2186,5;59025
qua;01/06/2022;18:00;28,9;3,2;101;7,3;2043,2;59037
qua;01/06/2022;19:00;28,4;0,4;99;7,3;1820,2;59049
qua;01/06/2022;20:00;28,2;1,4;101;7,2;1182;59061
qua;01/06/2022;21:00;27,2;0;98;7,5;263,1;59073
qua;01/06/2022;22:00;26,7;0;96;4,9;2,8;59085
qua;01/06/2022;23:00;26,6;0;100;4,3;;59097
qui;02/06/2022;0:00;26,2;0;96;2,6;;59109
qui;02/06/2022;1:00;24;0;96;2,6;;59121
qui;02/06/2022;2:00;23,5;0;101;0;;59133
qui;02/06/2022;3:00;23,7;0;101;0;;59145
qui;02/06/2022;4:00;23,3;0;101;0;;59157
qui;02/06/2022;5:00;22,8;0;96;0;;59169
qui;02/06/2022;6:00;22,5;0;101;0;;59181
qui;02/06/2022;7:00;22,1;0;96;0;;59193
qui;02/06/2022;8:00;22,1;0;96;0;;59205
qui;02/06/2022;9:00;22;0;96;0;;59217
qui;02/06/2022;10:00;23;0;96;0;224,5;59229
qui;02/06/2022;11:00;26,5;0;96;0;1122,1;59241
qui;02/06/2022;12:00;28,3;0;96;0;1734,6;59253
qui;02/06/2022;13:00;28,8;0,8;96;4,6;2229,8;59265
qui;02/06/2022;14:00;29,6;1,6;96;5,5;2253,4;59277
qui;02/06/2022;15:00;30,1;2,3;101;6,3;2457,3;59289
qui;02/06/2022;16:00;29,9;2,6;96;7,6;2273,1;59301
qui;02/06/2022;17:00;29,5;1,6;100;7,8;2278,1;59313
qui;02/06/2022;18:00;29;1;96;6,9;2463;59325
qui;02/06/2022;19:00;28,9;1,4;96;6,1;2156,3;59337
qui;02/06/2022;20:00;28,2;0,8;96;6,1;1334,5;59349
qui;02/06/2022;21:00;27;0,2;97;4,9;340,8;59361
qui;02/06/2022;22:00;26,2;0;96;3;2,6;59373
qui;02/06/2022;23:00;25,9;0;96;0;;59385
sex;03/06/2022;0:00;25,7;0;96;0;;59397
sex;03/06/2022;1:00;25,7;0,2;96;2,2;;59409
sex;03/06/2022;2:00;25,5;0;96;2,2;;59421
sex;03/06/2022;3:00;25,9;0;96;0;;59433
sex;03/06/2022;4:00;25,8;0;96;0;;59445
sex;03/06/2022;5:00;25,8;0,1;96;3,5;;59457
sex;03/06/2022;6:00;25,4;0;96;3,5;;59469
sex;03/06/2022;7:00;23,7;0;96;0;;59481
sex;03/06/2022;8:00;23;0;96;0;;59493
sex;03/06/2022;9:00;22,6;0;96;0;;59505
sex;03/06/2022;10:00;22,8;0;96;0;84,8;59517
sex;03/06/2022;11:00;26,5;0;101;0;937,2;59529
sex;03/06/2022;12:00;28,5;0;96;0;1767;59541
sex;03/06/2022;13:00;28,2;0;96;4,9;1630,6;59553
sex;03/06/2022;14:00;28,2;0,3;96;4,3;1799,1;59565
sex;03/06/2022;15:00;28,8;0;96;4,9;1982;59577
sex;03/06/2022;16:00;29,4;1;96;5,9;2290,2;59589
sex;03/06/2022;17:00;29,1;1,5;96;6,7;2468,6;59601
sex;03/06/2022;18:00;29,1;0,7;96;6,1;2529,3;59613
sex;03/06/2022;19:00;28;0,7;97;5,8;2171,4;59625
sex;03/06/2022;20:00;28,2;0,8;96;6,3;1352,6;59637
sex;03/06/2022;21:00;27,3;0,4;96;4,8;373,1;59649
sex;03/06/2022;22:00;27,1;1,4;225;5,5;5,6;59661
sex;03/06/2022;23:00;26,8;0;96;5,5;;59673
sáb;04/06/2022;0:00;26,8;0;96;6,1;;59685
sáb;04/06/2022;1:00;26,9;1,1;96;5,9;;59697
sáb;04/06/2022;2:00;26,7;2;96;6,9;;59709
sáb;04/06/2022;3:00;26,5;2,6;96;6,9;;59721
sáb;04/06/2022;4:00;26,5;1,6;96;7,1;;59733
sáb;04/06/2022;5:00;26,3;0;96;6,1;;59745
sáb;04/06/2022;6:00;26;0;96;1,8;;59757
sáb;04/06/2022;7:00;26;0;96;0;;59769
sáb;04/06/2022;8:00;25,7;0;96;0;;59781
sáb;04/06/2022;9:00;25,5;0;119;0;;59793
sáb;04/06/2022;10:00;25;0;225;0;191,6;59805
sáb;04/06/2022;11:00;25,7;0;96;0;644,4;59817
sáb;04/06/2022;12:00;28,4;0;98;1,4;1660,6;59829
sáb;04/06/2022;13:00;28,2;0;96;2,5;1168,8;59841
sáb;04/06/2022;14:00;29,4;0;96;6,5;2128,8;59853
sáb;04/06/2022;15:00;29,1;3,1;96;7,4;2382,1;59865
sáb;04/06/2022;16:00;29,8;1,8;96;8;1982,2;59877
sáb;04/06/2022;17:00;28,9;4,1;96;8,6;2166,7;59889
sáb;04/06/2022;18:00;28,7;2,1;96;8,1;2050,4;59901
sáb;04/06/2022;19:00;28,1;3,8;96;8,9;2035,1;59913
sáb;04/06/2022;20:00;27,5;2,2;96;8,3;1376,3;59925
sáb;04/06/2022;21:00;26,8;0,2;96;6,8;331,2;59937
sáb;04/06/2022;22:00;26,6;2,5;96;6,9;3,5;59949
sáb;04/06/2022;23:00;26,6;1,5;96;7,8;;59961
dom;05/06/2022;0:00;26,2;0,3;96;8,6;;59973
dom;05/06/2022;1:00;26,2;0,5;105;6,1;;59985
dom;05/06/2022;2:00;26,1;0;96;4,7;;59997
dom;05/06/2022;3:00;24,3;0;96;4,2;;60009
dom;05/06/2022;4:00;23,7;0;96;0;;60021
dom;05/06/2022;5:00;23,5;0;96;0;;60033
dom;05/06/2022;6:00;23,5;0;96;0;;60045
dom;05/06/2022;7:00;23,5;0;96;0;;60057
dom;05/06/2022;8:00;23,1;0;104;0;;60069
dom;05/06/2022;9:00;23;0;96;0;;60081
dom;05/06/2022;10:00;23,3;0;96;0;128,8;60093
dom;05/06/2022;11:00;26;0;96;0;837,7;60105
dom;05/06/2022;12:00;27,7;0;96;0;1489,1;60117
dom;05/06/2022;13:00;29,5;1,6;259;6;2123;60129
dom;05/06/2022;14:00;29,3;0,9;196;7;2396,9;60141
dom;05/06/2022;15:00;29,3;2,1;259;6,1;2377;60153
dom;05/06/2022;16:00;28,9;2,6;259;7,3;1708,3;60165
dom;05/06/2022;17:00;29,2;2,7;259;7,8;2314,7;60177
dom;05/06/2022;18:00;29,1;2,4;259;7;2550,9;60189
dom;05/06/2022;19:00;28;1,4;259;7,4;1766;60201
dom;05/06/2022;20:00;27,8;0,9;259;6,1;689,8;60213
dom;05/06/2022;21:00;27,2;1,4;259;6;382,8;60225
dom;05/06/2022;22:00;25,5;0;259;6,3;3,2;60237
dom;05/06/2022;23:00;26,5;0;259;0;;60249
seg;06/06/2022;0:00;24,7;0;259;3,9;;60261
seg;06/06/2022;1:00;23,4;0,2;259;5,1;;60273
seg;06/06/2022;2:00;22,7;0;259;3,9;;60285
seg;06/06/2022;3:00;22,6;0;259;0;;60297
seg;06/06/2022;4:00;23,1;0;259;0;;60309
seg;06/06/2022;5:00;22,8;0;259;1;;60321
seg;06/06/2022;6:00;22,4;0;259;0;;60333
seg;06/06/2022;7:00;22,1;0;259;0;;60345
seg;06/06/2022;8:00;21,8;0;259;0;;60357
seg;06/06/2022;9:00;21,7;0;259;0;;60369
seg;06/06/2022;10:00;22,9;0;253;0;245,5;60381
seg;06/06/2022;11:00;24,6;0;258;0,9;845,5;60393
seg;06/06/2022;12:00;27,3;0;259;0,9;1744;60405
seg;06/06/2022;13:00;29,2;0;214;0;2203,7;60417
